_id,location_name,address,year,year_stage,suspected_non_fatal_overdoses
1,45 The Esplanade,45 The Esplanade,2021,Q1,5
2,45 The Esplanade,45 The Esplanade,2021,Q2,14
3,45 The Esplanade,45 The Esplanade,2021,Q3,46
4,45 The Esplanade,45 The Esplanade,2021,Q4,33
5,45 The Esplanade,45 The Esplanade,2022,Q1,22
6,Adelaide Resource Centre for Women,67 Adelaide St E,2022,Q1,< 5
7,Christie Refugee Welcome Centre,43 Christie St,2021,Q1,0
8,Christie Refugee Welcome Centre,43 Christie St,2021,Q2,< 5
9,Christie Refugee Welcome Centre,43 Christie St,2021,Q3,0
10,Christie Refugee Welcome Centre,43 Christie St,2021,Q4,0
11,CONC Etobicoke Hotel Program,445 Rexdale Blvd,2018,Q1,
12,CONC Etobicoke Hotel Program,445 Rexdale Blvd,2018,Q2,< 5
13,CONC Etobicoke Hotel Program,445 Rexdale Blvd,2018,Q3,
14,CONC Etobicoke Hotel Program,445 Rexdale Blvd,2018,Q4,
15,CONC Etobicoke Hotel Program,445 Rexdale Blvd,2020,Q1,
16,CONC Etobicoke Hotel Program,445 Rexdale Blvd,2020,Q2,
17,CONC Etobicoke Hotel Program,445 Rexdale Blvd,2020,Q3,
18,CONC Etobicoke Hotel Program,445 Rexdale Blvd,2020,Q4,< 5
19,CONC Etobicoke Hotel Program,445 Rexdale Blvd,2021,Q1,10
20,CONC Etobicoke Hotel Program,445 Rexdale Blvd,2021,Q2,8
21,CONC Etobicoke Hotel Program,445 Rexdale Blvd,2021,Q3,< 5
22,CONC Etobicoke Hotel Program,445 Rexdale Blvd,2021,Q4,0
23,CONC Men's Shelter Bloor St W,850 Bloor St W,2020,Q1,
24,CONC Men's Shelter Bloor St W,850 Bloor St W,2020,Q2,
25,CONC Men's Shelter Bloor St W,850 Bloor St W,2020,Q3,
26,CONC Men's Shelter Bloor St W,850 Bloor St W,2020,Q4,< 5
27,CONC Men's Shelter Lansdowne Ave,973 Lansdowne Ave,2019,Q1,
28,CONC Men's Shelter Lansdowne Ave,973 Lansdowne Ave,2019,Q2,< 5
29,CONC Men's Shelter Lansdowne Ave,973 Lansdowne Ave,2019,Q3,
30,CONC Men's Shelter Lansdowne Ave,973 Lansdowne Ave,2019,Q4,
31,CONC Men's Shelter Lansdowne Ave,973 Lansdowne Ave,2020,Q1,< 5
32,CONC Men's Shelter Lansdowne Ave,973 Lansdowne Ave,2020,Q2,
33,CONC Men's Shelter Lansdowne Ave,973 Lansdowne Ave,2020,Q3,
34,CONC Men's Shelter Lansdowne Ave,973 Lansdowne Ave,2020,Q4,< 5
35,CONC Men's Shelter Lansdowne Ave,973 Lansdowne Ave,2021,Q1,< 5
36,CONC Men's Shelter Lansdowne Ave,973 Lansdowne Ave,2021,Q2,< 5
37,CONC Men's Shelter Lansdowne Ave,973 Lansdowne Ave,2021,Q3,0
38,CONC Men's Shelter Lansdowne Ave,973 Lansdowne Ave,2021,Q4,0
39,CONC West End Hotel Program,14 Roncesvalles Ave,2020,Q1,
40,CONC West End Hotel Program,14 Roncesvalles Ave,2020,Q2,
41,CONC West End Hotel Program,14 Roncesvalles Ave,2020,Q3,
42,CONC West End Hotel Program,14 Roncesvalles Ave,2020,Q4,< 5
43,Cornerstone Place,616 Vaughan Rd,2018,Q1,
44,Cornerstone Place,616 Vaughan Rd,2018,Q2,< 5
45,Cornerstone Place,616 Vaughan Rd,2018,Q3,
46,Cornerstone Place,616 Vaughan Rd,2018,Q4,
47,Cornerstone Place,616 Vaughan Rd,2019,Q1,< 5
48,Cornerstone Place,616 Vaughan Rd,2019,Q2,
49,Cornerstone Place,616 Vaughan Rd,2019,Q3,
50,Cornerstone Place,616 Vaughan Rd,2019,Q4,
51,COSTI Uptown Hotel Program,55 Hallcrown Pl,2020,Q1,
52,COSTI Uptown Hotel Program,55 Hallcrown Pl,2020,Q2,
53,COSTI Uptown Hotel Program,55 Hallcrown Pl,2020,Q3,
54,COSTI Uptown Hotel Program,55 Hallcrown Pl,2020,Q4,< 5
55,COSTI Uptown Hotel Program,55 Hallcrown Pl,2021,Q1,
56,COSTI Uptown Hotel Program,55 Hallcrown Pl,2021,Q2,
57,COSTI Uptown Hotel Program,55 Hallcrown Pl,2021,Q3,
58,COSTI Uptown Hotel Program,55 Hallcrown Pl,2021,Q4,< 5
59,COSTI/SSHA Etobicoke Hotel Program,1677 Wilson Ave,2021,Q1,21
60,COSTI/SSHA Etobicoke Hotel Program,1677 Wilson Ave,2021,Q2,16
61,COSTI/SSHA Etobicoke Hotel Program,1677 Wilson Ave,2021,Q3,10
62,COSTI/SSHA Etobicoke Hotel Program,1677 Wilson Ave,2021,Q4,13
63,COSTI/SSHA Etobicoke Hotel Program,1677 Wilson Ave,2022,Q1,9
64,Covenant House Gerrard St E,20 Gerrard St E,2018,Q1,< 5
65,Covenant House Gerrard St E,20 Gerrard St E,2018,Q2,< 5
66,Covenant House Gerrard St E,20 Gerrard St E,2018,Q3,< 5
67,Covenant House Gerrard St E,20 Gerrard St E,2018,Q4,< 5
68,Covenant House Gerrard St E,20 Gerrard St E,2019,Q1,< 5
69,Covenant House Gerrard St E,20 Gerrard St E,2019,Q2,< 5
70,Covenant House Gerrard St E,20 Gerrard St E,2019,Q3,
71,Covenant House Gerrard St E,20 Gerrard St E,2019,Q4,
72,Covenant House Gerrard St E,20 Gerrard St E,2020,Q1,
73,Covenant House Gerrard St E,20 Gerrard St E,2020,Q2,
74,Covenant House Gerrard St E,20 Gerrard St E,2020,Q3,
75,Covenant House Gerrard St E,20 Gerrard St E,2020,Q4,< 5
76,YMCA House,7 Vanauley St,2020,Q2,
77,Covenant House Gerrard St E,20 Gerrard St E,2021,Q1,< 5
78,Covenant House Gerrard St E,20 Gerrard St E,2021,Q2,< 5
79,Covenant House Gerrard St E,20 Gerrard St E,2021,Q3,< 5
80,Covenant House Gerrard St E,20 Gerrard St E,2021,Q4,< 5
81,Covenant House Gerrard St E,20 Gerrard St E,2022,Q1,< 5
82,Covenant House McGill St,21 Mcgill St,2021,Q1,
83,Covenant House McGill St,21 Mcgill St,2021,Q2,
84,Covenant House McGill St,21 Mcgill St,2021,Q3,
85,Covenant House McGill St,21 Mcgill St,2021,Q4,< 5
86,Dixon Hall 351 Lake Shore Blvd E Respite,351 Lake Shore Blvd E,2019,Q1,
87,Dixon Hall 351 Lake Shore Blvd E Respite,351 Lake Shore Blvd E,2019,Q2,< 5
88,Dixon Hall 351 Lake Shore Blvd E Respite,351 Lake Shore Blvd E,2019,Q3,< 5
89,Dixon Hall 351 Lake Shore Blvd E Respite,351 Lake Shore Blvd E,2019,Q4,< 5
90,Dixon Hall 351 Lake Shore Blvd E Respite,351 Lake Shore Blvd E,2020,Q1,8
91,Dixon Hall 351 Lake Shore Blvd E Respite,351 Lake Shore Blvd E,2020,Q2,< 5
92,Dixon Hall 351 Lake Shore Blvd E Respite,351 Lake Shore Blvd E,2020,Q3,< 5
93,Dixon Hall 351 Lake Shore Blvd E Respite,351 Lake Shore Blvd E,2020,Q4,< 5
94,Dixon Hall 351 Lake Shore Blvd E Respite,351 Lake Shore Blvd E,2021,Q1,< 5
95,Dixon Hall 351 Lake Shore Blvd E Respite,351 Lake Shore Blvd E,2021,Q2,5
96,Dixon Hall 351 Lake Shore Blvd E Respite,351 Lake Shore Blvd E,2021,Q3,< 5
97,Dixon Hall 351 Lake Shore Blvd E Respite,351 Lake Shore Blvd E,2021,Q4,< 5
98,Dixon Hall 351 Lake Shore Blvd E Respite,351 Lake Shore Blvd E,2022,Q1,< 5
99,Dixon Hall 354 George St,354 George St,2022,Q1,< 5
100,Dixon Hall 354 George St Shelter,354 George St,2021,Q1,5
101,Dixon Hall 354 George St Shelter,354 George St,2021,Q2,< 5
102,Dixon Hall 354 George St Shelter,354 George St,2021,Q3,5
103,Dixon Hall 354 George St Shelter,354 George St,2021,Q4,7
104,Dixon Hall Bond Place Hotel Program,65 Dundas St E,2020,Q1,
105,Dixon Hall Bond Place Hotel Program,65 Dundas St E,2020,Q2,
106,Dixon Hall Bond Place Hotel Program,65 Dundas St E,2020,Q3,< 5
107,Dixon Hall Bond Place Hotel Program,65 Dundas St E,2020,Q4,17
108,Dixon Hall Bond Place Hotel Program,65 Dundas St E,2021,Q1,17
109,Dixon Hall Bond Place Hotel Program,65 Dundas St E,2021,Q2,13
110,Dixon Hall Bond Place Hotel Program,65 Dundas St E,2021,Q3,36
111,Dixon Hall Bond Place Hotel Program,65 Dundas St E,2021,Q4,43
112,Dixon Hall Bond Place Hotel Program,65 Dundas St E,2022,Q1,12
113,Dixon Hall Downtown Hotel,56 Yonge St,2020,Q1,
114,Dixon Hall Downtown Hotel,56 Yonge St,2020,Q2,
115,Dixon Hall Downtown Hotel,56 Yonge St,2020,Q3,< 5
116,Dixon Hall Downtown Hotel,56 Yonge St,2020,Q4,8
117,Dixon Hall Downtown Hotel,56 Yonge St,2021,Q1,< 5
118,Dixon Hall Downtown Hotel,56 Yonge St,2021,Q2,< 5
119,Dixon Hall Downtown Hotel,56 Yonge St,2021,Q3,9
120,Dixon Hall Downtown Hotel,56 Yonge St,2021,Q4,7
121,Dixon Hall Downtown Hotel,56 Yonge St,2022,Q1,< 5
122,Dixon Hall Eastminster United OOTC,310 Danforth Ave,2019,Q1,< 5
123,Dixon Hall Eastminster United OOTC,310 Danforth Ave,2019,Q2,
124,Dixon Hall Eastminster United OOTC,310 Danforth Ave,2019,Q3,
125,Dixon Hall Eastminster United OOTC,310 Danforth Ave,2019,Q4,
126,Dixon Hall Evangel Hall OOTC,552 Adelaide St W,2018,Q1,
127,Dixon Hall Evangel Hall OOTC,552 Adelaide St W,2018,Q2,
128,Dixon Hall Evangel Hall OOTC,552 Adelaide St W,2018,Q3,< 5
129,Dixon Hall Evangel Hall OOTC,552 Adelaide St W,2018,Q4,< 5
130,Dixon Hall Heyworth House,2714 Danforth Ave,2018,Q1,
131,Dixon Hall Heyworth House,2714 Danforth Ave,2018,Q2,
132,Dixon Hall Heyworth House,2714 Danforth Ave,2018,Q3,
133,Dixon Hall Heyworth House,2714 Danforth Ave,2018,Q4,< 5
134,Dixon Hall Heyworth House,2714 Danforth Ave,2019,Q1,< 5
135,Dixon Hall Heyworth House,2714 Danforth Ave,2019,Q2,
136,Dixon Hall Heyworth House,2714 Danforth Ave,2019,Q3,
137,Dixon Hall Heyworth House,2714 Danforth Ave,2019,Q4,
138,Dixon Hall Heyworth House,2714 Danforth Ave,2020,Q1,< 5
139,Dixon Hall Heyworth House,2714 Danforth Ave,2020,Q2,< 5
140,Dixon Hall Heyworth House,2714 Danforth Ave,2020,Q3,< 5
141,Dixon Hall Heyworth House,2714 Danforth Ave,2020,Q4,< 5
142,Dixon Hall Heyworth House,2714 Danforth Ave,2021,Q1,0
143,Dixon Hall Heyworth House,2714 Danforth Ave,2021,Q2,< 5
144,Dixon Hall Heyworth House,2714 Danforth Ave,2021,Q3,< 5
145,Dixon Hall Heyworth House,2714 Danforth Ave,2021,Q4,8
146,Dixon Hall Heyworth House,2714 Danforth Ave,2022,Q1,5
147,Dixon Hall Schoolhouse,349 George St,2018,Q1,
148,Dixon Hall Schoolhouse,349 George St,2018,Q2,
149,Dixon Hall Schoolhouse,349 George St,2018,Q3,< 5
150,Dixon Hall Schoolhouse,349 George St,2018,Q4,< 5
151,Dixon Hall Schoolhouse,349 George St,2020,Q1,
152,Dixon Hall Schoolhouse,349 George St,2020,Q2,
153,Dixon Hall Schoolhouse,349 George St,2020,Q3,
154,Dixon Hall Schoolhouse,349 George St,2020,Q4,< 5
155,Dixon Hall Schoolhouse,349 George St,2021,Q1,0
156,Dixon Hall Schoolhouse,349 George St,2021,Q2,5
157,Dixon Hall Schoolhouse,349 George St,2021,Q3,< 5
158,Dixon Hall Schoolhouse,349 George St,2021,Q4,< 5
159,Dixon Hall Schoolhouse,349 George St,2022,Q1,< 5
160,Dixon Hall St. Margaret's OOTC,156 Sixth St,2019,Q1,< 5
161,Dixon Hall St. Margaret's OOTC,156 Sixth St,2019,Q2,
162,Dixon Hall St. Margaret's OOTC,156 Sixth St,2019,Q3,
163,Dixon Hall St. Margaret's OOTC,156 Sixth St,2019,Q4,
164,Dixon Hall St. Matthew's OOTC,3962 Bloor St W,2019,Q1,
165,Dixon Hall St. Matthew's OOTC,3962 Bloor St W,2019,Q2,
166,Dixon Hall St. Matthew's OOTC,3962 Bloor St W,2019,Q3,
167,Dixon Hall St. Matthew's OOTC,3962 Bloor St W,2019,Q4,< 5
168,Driftwood CC,4401 Jane St,2020,Q1,
169,Driftwood CC,4401 Jane St,2020,Q2,< 5
170,Driftwood CC,4401 Jane St,2020,Q3,
171,Driftwood CC,4401 Jane St,2020,Q4,
172,Eva's Phoenix,60 Brant St,2019,Q1,< 5
173,Eva's Phoenix,60 Brant St,2019,Q2,
174,Eva's Phoenix,60 Brant St,2019,Q3,
175,Eva's Phoenix,60 Brant St,2019,Q4,
176,Eva's Place,360 Lesmill Rd,2018,Q1,
177,Eva's Place,360 Lesmill Rd,2018,Q2,
178,Eva's Place,360 Lesmill Rd,2018,Q3,< 5
179,Eva's Place,360 Lesmill Rd,2018,Q4,
180,Eva's Place,360 Lesmill Rd,2019,Q1,< 5
181,Eva's Place,360 Lesmill Rd,2019,Q2,< 5
182,Eva's Place,360 Lesmill Rd,2019,Q3,< 5
183,Eva's Place,360 Lesmill Rd,2019,Q4,
184,Eva's Place,360 Lesmill Rd,2021,Q1,0
185,Eva's Place,360 Lesmill Rd,2021,Q2,< 5
186,Eva's Place,360 Lesmill Rd,2021,Q3,0
187,Eva's Place,360 Lesmill Rd,2021,Q4,< 5
188,Eva's Place,360 Lesmill Rd,2022,Q1,< 5
189,Eva's Satellite,25 Canterbury Pl,2018,Q1,
190,Eva's Satellite,25 Canterbury Pl,2018,Q2,< 5
191,Eva's Satellite,25 Canterbury Pl,2018,Q3,< 5
192,Eva's Satellite,25 Canterbury Pl,2018,Q4,
193,Eva's Satellite,25 Canterbury Pl,2020,Q1,< 5
194,Eva's Satellite,25 Canterbury Pl,2020,Q2,< 5
195,Eva's Satellite,25 Canterbury Pl,2020,Q3,
196,Eva's Satellite,25 Canterbury Pl,2020,Q4,
197,Eva's Satellite,25 Canterbury Pl,2021,Q1,< 5
198,Eva's Satellite,25 Canterbury Pl,2021,Q2,< 5
199,Eva's Satellite,25 Canterbury Pl,2021,Q3,0
200,Eva's Satellite,25 Canterbury Pl,2021,Q4,< 5
201,Fife House Sherbourne St,490 Sherbourne St,2020,Q1,
202,Fife House Sherbourne St,490 Sherbourne St,2020,Q2,< 5
203,Fife House Sherbourne St,490 Sherbourne St,2020,Q3,< 5
204,Fife House Sherbourne St,490 Sherbourne St,2020,Q4,< 5
205,Fife House Sherbourne St,490 Sherbourne St,2021,Q1,< 5
206,Fife House Sherbourne St,490 Sherbourne St,2021,Q2,< 5
207,Fife House Sherbourne St,490 Sherbourne St,2021,Q3,0
208,Fife House Sherbourne St,490 Sherbourne St,2021,Q4,0
209,Fife House Sherbourne St,490 Sherbourne St,2022,Q1,< 5
210,Fred Victor Centre 1A Strachan Ave Respite,1A Strachan Ave,2020,Q1,< 5
211,Fred Victor Centre 1A Strachan Ave Respite,1A Strachan Ave,2020,Q2,< 5
212,Fred Victor Centre 1A Strachan Ave Respite,1A Strachan Ave,2020,Q3,< 5
213,Fred Victor Centre 1A Strachan Ave Respite,1A Strachan Ave,2020,Q4,11
214,Fred Victor Centre 1A Strachan Ave Respite,1A Strachan Ave,2021,Q1,< 5
215,Fred Victor Centre 1A Strachan Ave Respite,1A Strachan Ave,2021,Q2,< 5
216,Fred Victor Centre 1A Strachan Ave Respite,1A Strachan Ave,2021,Q3,6
217,Fred Victor Centre 1A Strachan Ave Respite,1A Strachan Ave,2021,Q4,6
218,Fred Victor Centre 1A Strachan Ave Respite,1A Strachan Ave,2022,Q1,< 5
219,Fred Victor Centre Bethlehem United,1161 Caledonia Rd,2018,Q1,< 5
220,Fred Victor Centre Bethlehem United,1161 Caledonia Rd,2018,Q2,< 5
221,Fred Victor Centre Bethlehem United,1161 Caledonia Rd,2018,Q3,< 5
222,Fred Victor Centre Bethlehem United,1161 Caledonia Rd,2018,Q4,< 5
223,Fred Victor Centre Bethlehem United,1161 Caledonia Rd,2019,Q1,< 5
224,Fred Victor Centre Bethlehem United,1161 Caledonia Rd,2019,Q2,< 5
225,Fred Victor Centre Bethlehem United,1161 Caledonia Rd,2019,Q3,
226,Fred Victor Centre Bethlehem United,1161 Caledonia Rd,2019,Q4,
227,Fred Victor Centre Bethlehem United,1161 Caledonia Rd,2020,Q1,< 5
228,Fred Victor Centre Bethlehem United,1161 Caledonia Rd,2020,Q2,< 5
229,Fred Victor Centre Bethlehem United,1161 Caledonia Rd,2020,Q3,< 5
230,Fred Victor Centre Bethlehem United,1161 Caledonia Rd,2020,Q4,< 5
231,Fred Victor Centre Bethlehem United,1161 Caledonia Rd,2021,Q1,6
232,Fred Victor Centre Bethlehem United,1161 Caledonia Rd,2021,Q2,0
233,Fred Victor Centre Bethlehem United,1161 Caledonia Rd,2021,Q3,< 5
234,Fred Victor Centre Bethlehem United,1161 Caledonia Rd,2021,Q4,5
235,Fred Victor Centre The Phoenix 24-Hour Women's Drop-In,67 Adelaide St E,2018,Q1,< 5
236,Fred Victor Centre The Phoenix 24-Hour Women's Drop-In,67 Adelaide St E,2018,Q2,
237,Fred Victor Centre The Phoenix 24-Hour Women's Drop-In,67 Adelaide St E,2018,Q3,
238,Fred Victor Centre The Phoenix 24-Hour Women's Drop-In,67 Adelaide St E,2018,Q4,
239,Fred Victor Centre The Phoenix 24-Hour Women's Drop-In,67 Adelaide St E,2019,Q1,< 5
240,Fred Victor Centre The Phoenix 24-Hour Women's Drop-In,67 Adelaide St E,2019,Q2,< 5
241,Fred Victor Centre The Phoenix 24-Hour Women's Drop-In,67 Adelaide St E,2019,Q3,< 5
242,Fred Victor Centre The Phoenix 24-Hour Women's Drop-In,67 Adelaide St E,2019,Q4,< 5
243,Fred Victor Centre The Phoenix 24-Hour Women's Drop-In,67 Adelaide St E,2020,Q1,9
244,Fred Victor Centre The Phoenix 24-Hour Women's Drop-In,67 Adelaide St E,2020,Q2,
245,Fred Victor Centre The Phoenix 24-Hour Women's Drop-In,67 Adelaide St E,2020,Q3,< 5
246,Fred Victor Centre The Phoenix 24-Hour Women's Drop-In,67 Adelaide St E,2020,Q4,
247,Fred Victor Centre The Phoenix 24-Hour Women's Drop-In,67 Adelaide St E,2021,Q1,
248,Fred Victor Centre The Phoenix 24-Hour Women's Drop-In,67 Adelaide St E,2021,Q2,
249,Fred Victor Centre The Phoenix 24-Hour Women's Drop-In,67 Adelaide St E,2021,Q3,< 5
250,Fred Victor Centre The Phoenix 24-Hour Women's Drop-In,67 Adelaide St E,2021,Q4,< 5
251,Fred Victor Centre Women's Shelter,86 Lombard St,2020,Q1,< 5
252,Fred Victor Centre Women's Shelter,86 Lombard St,2020,Q2,
253,Fred Victor Centre Women's Shelter,86 Lombard St,2020,Q3,
254,Fred Victor Centre Women's Shelter,86 Lombard St,2020,Q4,
255,Fred Victor Uptown Hotel Program,185 Yorkland Blvd,2020,Q1,
256,Fred Victor Uptown Hotel Program,185 Yorkland Blvd,2020,Q2,
257,Fred Victor Uptown Hotel Program,185 Yorkland Blvd,2020,Q3,< 5
258,Fred Victor Uptown Hotel Program,185 Yorkland Blvd,2020,Q4,12
259,Fred Victor Uptown Hotel Program,185 Yorkland Blvd,2021,Q1,7
260,Fred Victor Uptown Hotel Program,185 Yorkland Blvd,2021,Q2,13
261,Fred Victor Uptown Hotel Program,185 Yorkland Blvd,2021,Q3,10
262,Fred Victor Uptown Hotel Program,185 Yorkland Blvd,2021,Q4,< 5
263,Fred Victor Uptown Hotel Program,185 Yorkland Blvd,2022,Q1,8
264,Good Shepherd Centre   ,412 Queen St E,2018,Q1,< 5
265,Good Shepherd Centre   ,412 Queen St E,2018,Q2,
266,Good Shepherd Centre   ,412 Queen St E,2018,Q3,< 5
267,Good Shepherd Centre   ,412 Queen St E,2018,Q4,< 5
268,Good Shepherd Centre   ,412 Queen St E,2019,Q1,< 5
269,Good Shepherd Centre   ,412 Queen St E,2019,Q2,< 5
270,Good Shepherd Centre   ,412 Queen St E,2019,Q3,< 5
271,Good Shepherd Centre   ,412 Queen St E,2019,Q4,< 5
272,Good Shepherd Centre   ,412 Queen St E,2020,Q1,
273,Good Shepherd Centre   ,412 Queen St E,2020,Q2,< 5
274,Good Shepherd Centre   ,412 Queen St E,2020,Q3,< 5
275,Good Shepherd Centre   ,412 Queen St E,2020,Q4,< 5
276,Good Shepherd Centre   ,412 Queen St E,2021,Q1,< 5
277,Good Shepherd Centre   ,412 Queen St E,2021,Q2,5
278,Good Shepherd Centre   ,412 Queen St E,2021,Q3,7
279,Good Shepherd Centre   ,412 Queen St E,2021,Q4,< 5
280,Good Shepherd Centre West End Hotel Program,335 Jarvis St,2020,Q1,
281,Good Shepherd Centre West End Hotel Program,335 Jarvis St,2020,Q2,< 5
282,Good Shepherd Centre West End Hotel Program,335 Jarvis St,2020,Q3,< 5
283,Good Shepherd Centre West End Hotel Program,335 Jarvis St,2020,Q4,
284,Good Shepherd Centre West End Hotel Program,335 Jarvis St,2021,Q1,
285,Good Shepherd Centre West End Hotel Program,335 Jarvis St,2021,Q2,
286,Good Shepherd Centre West End Hotel Program,335 Jarvis St,2021,Q3,< 5
287,Good Shepherd Centre West End Hotel Program,335 Jarvis St,2021,Q4,0
288,HFS - Lawrence East Shelter,4117 Lawrence Ave E,2021,Q1,
289,HFS - Lawrence East Shelter,4117 Lawrence Ave E,2021,Q2,
290,HFS - Lawrence East Shelter,4117 Lawrence Ave E,2021,Q3,13
291,HFS - Lawrence East Shelter,4117 Lawrence Ave E,2021,Q4,8
292,HFS - Lawrence East Shelter,4117 Lawrence Ave E,2022,Q1,5
293,HFS 195 Princes' Blvd ,195 Princes' Blvd,2018,Q1,8
294,HFS 195 Princes' Blvd ,195 Princes' Blvd,2018,Q2,7
295,HFS 195 Princes' Blvd ,195 Princes' Blvd,2018,Q3,
296,HFS 195 Princes' Blvd ,195 Princes' Blvd,2018,Q4,
297,HFS 195 Princes' Blvd ,195 Princes' Blvd,2020,Q1,
298,HFS 195 Princes' Blvd ,195 Princes' Blvd,2020,Q2,
299,HFS 195 Princes' Blvd ,195 Princes' Blvd,2020,Q3,
300,HFS 195 Princes' Blvd ,195 Princes' Blvd,2020,Q4,9
301,HFS 195 Princes' Blvd ,195 Princes' Blvd,2021,Q1,41
302,HFS 195 Princes' Blvd ,195 Princes' Blvd,2021,Q2,15
303,HFS 195 Princes' Blvd ,195 Princes' Blvd,2021,Q3,24
304,HFS 195 Princes' Blvd ,195 Princes' Blvd,2021,Q4,45
305,HFS 195 Princes' Blvd ,195 Princes' Blvd,2022,Q1,51
306,HFS 545 Lake Shore Blvd W ,545 Lake Shore Blvd W,2018,Q1,
307,HFS 545 Lake Shore Blvd W ,545 Lake Shore Blvd W,2018,Q2,
308,HFS 545 Lake Shore Blvd W ,545 Lake Shore Blvd W,2018,Q3,< 5
309,HFS 545 Lake Shore Blvd W ,545 Lake Shore Blvd W,2018,Q4,19
310,HFS 545 Lake Shore Blvd W ,545 Lake Shore Blvd W,2019,Q1,26
311,HFS 545 Lake Shore Blvd W ,545 Lake Shore Blvd W,2019,Q2,15
312,HFS 545 Lake Shore Blvd W ,545 Lake Shore Blvd W,2019,Q3,10
313,HFS 545 Lake Shore Blvd W ,545 Lake Shore Blvd W,2019,Q4,15
314,HFS 545 Lake Shore Blvd W ,545 Lake Shore Blvd W,2020,Q1,39
315,HFS 545 Lake Shore Blvd W ,545 Lake Shore Blvd W,2020,Q2,32
316,HFS 545 Lake Shore Blvd W ,545 Lake Shore Blvd W,2020,Q3,22
317,HFS 545 Lake Shore Blvd W ,545 Lake Shore Blvd W,2020,Q4,47
318,HFS 545 Lake Shore Blvd W ,545 Lake Shore Blvd W,2021,Q1,30
319,HFS 545 Lake Shore Blvd W ,545 Lake Shore Blvd W,2021,Q2,37
320,HFS 545 Lake Shore Blvd W ,545 Lake Shore Blvd W,2021,Q3,42
321,HFS 545 Lake Shore Blvd W ,545 Lake Shore Blvd W,2021,Q4,38
322,HFS 545 Lake Shore Blvd W ,545 Lake Shore Blvd W,2022,Q1,28
323,HFS Downtown Hotel Program,60 York St,2022,Q1,< 5
324,HFS Kennedy Rd Women's Shelter,702 Kennedy Rd,2018,Q1,< 5
325,HFS Kennedy Rd Women's Shelter,702 Kennedy Rd,2018,Q2,
326,HFS Kennedy Rd Women's Shelter,702 Kennedy Rd,2018,Q3,
327,HFS Kennedy Rd Women's Shelter,702 Kennedy Rd,2018,Q4,< 5
328,HFS Kennedy Rd Women's Shelter,702 Kennedy Rd,2019,Q1,< 5
329,HFS Kennedy Rd Women's Shelter,702 Kennedy Rd,2019,Q2,< 5
330,HFS Kennedy Rd Women's Shelter,702 Kennedy Rd,2019,Q3,
331,HFS Kennedy Rd Women's Shelter,702 Kennedy Rd,2019,Q4,
332,HFS Kennedy Rd Women's Shelter,702 Kennedy Rd,2020,Q1,< 5
333,HFS Kennedy Rd Women's Shelter,702 Kennedy Rd,2020,Q2,< 5
334,HFS Kennedy Rd Women's Shelter,702 Kennedy Rd,2020,Q3,< 5
335,HFS Kennedy Rd Women's Shelter,702 Kennedy Rd,2020,Q4,< 5
336,HFS Kennedy Rd Women's Shelter,702 Kennedy Rd,2021,Q1,< 5
337,HFS Kennedy Rd Women's Shelter,702 Kennedy Rd,2021,Q2,0
338,HFS Kennedy Rd Women's Shelter,702 Kennedy Rd,2021,Q3,0
339,HFS Kennedy Rd Women's Shelter,702 Kennedy Rd,2021,Q4,0
340,HFS Kennedy Rd Women's Shelter,702 Kennedy Rd,2022,Q1,< 5
341,HFS Placer,101 Placer Ct,2022,Q1,5
342,HFS St. Clair Ave E Shelter,3576 St Clair Ave E,2018,Q1,< 5
343,HFS St. Clair Ave E Shelter,3576 St Clair Ave E,2018,Q2,6
344,HFS St. Clair Ave E Shelter,3576 St Clair Ave E,2018,Q3,< 5
345,HFS St. Clair Ave E Shelter,3576 St Clair Ave E,2018,Q4,< 5
346,HFS St. Clair Ave E Shelter,3576 St Clair Ave E,2019,Q1,< 5
347,HFS St. Clair Ave E Shelter,3576 St Clair Ave E,2019,Q2,< 5
348,HFS St. Clair Ave E Shelter,3576 St Clair Ave E,2019,Q3,
349,HFS St. Clair Ave E Shelter,3576 St Clair Ave E,2019,Q4,< 5
350,HFS St. Clair Ave E Shelter,3576 St Clair Ave E,2020,Q1,7
351,HFS St. Clair Ave E Shelter,3576 St Clair Ave E,2020,Q2,< 5
352,HFS St. Clair Ave E Shelter,3576 St Clair Ave E,2020,Q3,< 5
353,HFS St. Clair Ave E Shelter,3576 St Clair Ave E,2020,Q4,< 5
354,HFS St. Clair Ave E Shelter,3576 St Clair Ave E,2021,Q1,< 5
355,HFS St. Clair Ave E Shelter,3576 St Clair Ave E,2021,Q2,0
356,HFS St. Clair Ave E Shelter,3576 St Clair Ave E,2021,Q3,6
357,HFS St. Clair Ave E Shelter,3576 St Clair Ave E,2021,Q4,< 5
358,HFS St. Clair Ave E Shelter,3576 St Clair Ave E,2022,Q1,< 5
359,HFS Strachan House,805A Wellington St W,2018,Q1,< 5
360,HFS Strachan House,805A Wellington St W,2018,Q2,< 5
361,HFS Strachan House,805A Wellington St W,2018,Q3,< 5
362,HFS Strachan House,805A Wellington St W,2018,Q4,< 5
